id,sales
2974388,145.97627
2974389,138.1518
2974390,138.1518
2974391,138.1518
2974392,1092.5713
2974393,138.1518
2974394,242.68018
2974395,138.1518
2974396,681.7894
2974397,293.1412
2974398,243.68738
2974399,211.4942
2974400,178.92722
2974401,1631.3239
2974402,138.1518
2974403,138.1518
2974404,138.1518
2974405,138.1518
2974406,138.1518
2974407,216.19536
2974408,138.1518
2974409,138.1518
2974410,138.1518
2974411,178.92722
2974412,138.1518
2974413,208.71342
2974414,226.29977
2974415,138.1518
2974416,138.1518
2974417,167.8582
2974418,178.92722
2974419,647.65247
2974420,138.1518
2974421,138.1518
2974422,145.97627
2974423,145.97627
2974424,145.97627
2974425,2349.3162
2974426,145.97627
2974427,261.63824
2974428,145.97627
2974429,918.69293
2974430,627.76276
2974431,334.19302
2974432,221.14418
2974433,188.5772
2974434,3453.446
2974435,145.97627
2974436,145.97627
2974437,198.99364
2974438,145.97627
2974439,145.97627
2974440,296.97278
2974441,145.97627
2974442,145.97627
2974443,288.80634
2974444,145.97627
2974445,145.97627
2974446,344.4003
2974447,351.0378
2974448,145.97627
2974449,145.97627
2974450,388.11115
2974451,145.97627
2974452,1428.1282
2974453,145.97627
2974454,145.97627
2974455,145.97627
2974456,145.97627
2974457,145.97627
2974458,1989.042
2974459,145.97627
2974460,533.04034
2974461,145.97627
2974462,918.1117
2974463,605.2758
2974464,334.19302
2974465,221.14418
2974466,188.5772
2974467,3066.225
2974468,145.97627
2974469,145.97627
2974470,198.99364
2974471,145.97627
2974472,145.97627
2974473,296.97278
2974474,145.97627
2974475,188.5772
2974476,145.97627
2974477,188.5772
2974478,145.97627
2974479,272.8578
2974480,334.70377
2974481,145.97627
2974482,145.97627
2974483,320.30585
2974484,145.97627
2974485,2014.3534
2974486,364.3637
2974487,145.97627
2974488,144.41718
2974489,144.41718
2974490,144.41718
2974491,1495.2048
2974492,144.41718
2974493,269.21246
2974494,144.41718
2974495,666.0459
2974496,371.1372
2974497,304.20236
2974498,211.4942
2974499,178.92722
2974500,2218.3135
2974501,144.41718
2974502,144.41718
2974503,202.2443
2974504,144.41718
2974505,144.41718
2974506,257.7873
2974507,144.41718
2974508,144.41718
2974509,144.41718
2974510,178.92722
2974511,144.41718
2974512,242.99858
2974513,267.23557
2974514,144.41718
2974515,144.41718
2974516,219.53009
2974517,144.41718
2974518,610.53
2974519,144.41718
2974520,144.41718
2974521,145.97627
2974522,145.97627
2974523,145.97627
2974524,1908.3059
2974525,145.97627
2974526,474.20636
2974527,145.97627
2974528,694.126
2974529,638.3966
2974530,317.2187
2974531,178.54329
2974532,198.99364
2974533,2730.1597
2974534,188.5772
2974535,145.97627
2974536,198.99364
2974537,159.85387
2974538,145.97627
2974539,296.40002
2974540,145.97627
2974541,145.97627
2974542,145.97627
2974543,198.99364
2974544,145.97627
2974545,390.6246
2974546,327.17636
2974547,145.97627
2974548,145.97627
2974549,421.5749
2974550,145.97627
2974551,1740.4011
2974552,145.97627
2974553,145.97627
2974554,145.97627
2974555,145.97627
2974556,145.97627
2974557,2283.2317
2974558,145.97627
2974559,518.6913
2974560,145.97627
2974561,1035.57
2974562,593.70105
2974563,350.52707
2974564,221.14418
2974565,198.99364
2974566,3560.8027
2974567,145.97627
2974568,145.97627
2974569,198.99364
2974570,145.97627
2974571,145.97627
2974572,296.97278
2974573,145.97627
2974574,310.1575
2974575,145.97627
2974576,188.5772
2974577,145.97627
2974578,329.61676
2974579,351.0378
2974580,145.97627
2974581,145.97627
2974582,406.07462
2974583,145.97627
2974584,1384.5417
2974585,288.80634
2974586,145.97627
2974587,144.41718
2974588,144.41718
2974589,144.41718
2974590,1516.0575
2974591,144.41718
2974592,401.8394
2974593,144.41718
2974594,844.8588
2974595,469.22
2974596,309.7581
2974597,211.4942
2974598,189.34366
2974599,2990.4536
2974600,144.41718
2974601,144.41718
2974602,202.31277
2974603,144.41718
2974604,144.41718
2974605,273.5984
2974606,144.41718
2974607,189.34366
2974608,144.41718
2974609,189.34366
2974610,144.41718
2974611,242.99858
2974612,283.0467
2974613,144.41718
2974614,144.41718
2974615,220.5528
2974616,178.92722
2974617,1205.2666
2974618,144.41718
2974619,144.41718
2974620,138.1518
2974621,138.1518
2974622,138.1518
2974623,1112.8657
2974624,138.1518
2974625,219.92014
2974626,138.1518
2974627,578.73425
2974628,280.3372
2974629,243.68738
2974630,211.4942
2974631,178.92722
2974632,1697.9708
2974633,138.1518
2974634,138.1518
2974635,189.34366
2974636,138.1518
2974637,138.1518
2974638,216.19536
2974639,138.1518
2974640,138.1518
2974641,138.1518
2974642,178.92722
2974643,138.1518
2974644,208.71342
2974645,233.61655
2974646,138.1518
2974647,138.1518
2974648,167.8582
2974649,138.1518
2974650,632.25464
2974651,138.1518
2974652,138.1518
2974653,141.34302
2974654,141.34302
2974655,141.34302
2974656,1166.0474
2974657,141.34302
2974658,353.54474
2974659,141.34302
2974660,480.72186
2974661,458.63095
2974662,299.503
2974663,173.91003
2974664,189.34366
2974665,1434.7001
2974666,178.92722
2974667,141.34302
2974668,178.92722
2974669,148.6351
2974670,141.34302
2974671,257.7873
2974672,141.34302
2974673,141.34302
2974674,141.34302
2974675,240.67862
2974676,141.34302
2974677,477.1345
2974678,267.23557
2974679,141.34302
2974680,141.34302
2974681,222.30656
2974682,141.34302
2974683,905.5694
2974684,141.34302
2974685,141.34302
2974686,145.97627
2974687,145.97627
2974688,145.97627
2974689,2358.5518
2974690,145.97627
2974691,556.71844
2974692,145.97627
2974693,841.75964
2974694,823.46094
2974695,351.77686
2974696,178.54329
2974697,198.99364
2974698,2831.4414
2974699,188.5772
2974700,145.97627
2974701,261.45816
2974702,159.85387
2974703,145.97627
2974704,291.84952
2974705,145.97627
2974706,145.97627
2974707,145.97627
2974708,288.80634
2974709,145.97627
2974710,361.66302
2974711,340.14432
2974712,145.97627
2974713,145.97627
2974714,319.30563
2974715,145.97627
2974716,2294.2886
2974717,145.97627
2974718,145.97627
2974719,138.1518
2974720,138.1518
2974721,138.1518
2974722,1265.4838
2974723,138.1518
2974724,304.03342
2974725,138.1518
2974726,457.41394
2974727,396.4297
2974728,259.54407
2974729,170.71878
2974730,178.92722
2974731,1315.243
2974732,178.92722
2974733,138.1518
2974734,178.92722
2974735,148.6351
2974736,138.1518
2974737,216.12688
2974738,138.1518
2974739,138.1518
2974740,138.1518
2974741,214.03976
2974742,138.1518
2974743,208.71342
2974744,226.2313
2974745,138.1518
2974746,138.1518
2974747,183.78363
2974748,138.1518
2974749,913.7961
2974750,138.1518
2974751,138.1518
2974752,138.1518
2974753,138.1518
2974754,138.1518
2974755,915.078
2974756,138.1518
2974757,284.7169
2974758,138.1518
2974759,441.45755
2974760,292.38782
2974761,243.68738
2974762,170.71878
2974763,178.92722
2974764,1590.2361
2974765,178.92722
2974766,138.1518
2974767,178.92722
2974768,148.6351
2974769,138.1518
2974770,216.19536
2974771,138.1518
2974772,138.1518
2974773,138.1518
2974774,178.92722
2974775,138.1518
2974776,208.71342
2974777,206.0251
2974778,138.1518
2974779,138.1518
2974780,173.70883
2974781,138.1518
2974782,680.0781
2974783,138.1518
2974784,138.1518
2974785,145.97627
2974786,145.97627
2974787,145.97627
2974788,2057.9429
2974789,145.97627
2974790,500.2446
2974791,145.97627
2974792,773.22363
2974793,706.70325
2974794,317.2187
2974795,178.54329
2974796,198.99364
2974797,2638.814
2974798,188.5772
2974799,145.97627
2974800,288.80634
2974801,159.85387
2974802,145.97627
2974803,280.06598
2974804,145.97627
2974805,145.97627
2974806,145.97627
2974807,310.1575
2974808,145.97627
2974809,318.54895
2974810,327.17636
2974811,145.97627
2974812,145.97627
2974813,292.4679
2974814,145.97627
2974815,1848.2986
2974816,145.97627
2974817,145.97627
2974818,145.97627
2974819,145.97627
2974820,154.9871
2974821,2487.2847
2974822,145.97627
2974823,487.017
2974824,145.97627
2974825,933.4265
2974826,575.6599
2974827,341.91327
2974828,221.14418
2974829,188.5772
2974830,3399.3022
2974831,145.97627
2974832,145.97627
2974833,261.45816
2974834,145.97627
2974835,145.97627
2974836,287.17377
2974837,145.97627
2974838,188.5772
2974839,145.97627
2974840,188.5772
2974841,145.97627
2974842,254.66223
2974843,342.424
2974844,145.97627
2974845,145.97627
2974846,273.7583
2974847,145.97627
2974848,1459.1713
2974849,145.97627
2974850,145.97627
2974851,145.97627
2974852,145.97627
2974853,145.97627
2974854,2235.1362
2974855,145.97627
2974856,427.25656
2974857,145.97627
2974858,807.3873
2974859,493.94992
2974860,313.6312
2974861,213.0533
2974862,180.48631
2974863,3160.5781
2974864,145.97627
2974865,145.97627
2974866,203.80339
2974867,145.97627
2974868,145.97627
2974869,259.34637
2974870,145.97627
2974871,190.90276
2974872,145.97627
2974873,180.48631
2974874,145.97627
2974875,243.47449
2974876,308.52847
2974877,145.97627
2974878,145.97627
2974879,233.17361
2974880,145.97627
2974881,1888.1854
2974882,145.97627
2974883,145.97627
2974884,164.099
2974885,164.099
2974886,164.099
2974887,2441.1062
2974888,164.099
2974889,754.78516
2974890,164.099
2974891,1291.9053
2974892,1282.3789
2974893,388.7154
2974894,196.66602
2974895,191.48398
2974896,4215.3164
2974897,164.099
2974898,164.099
2974899,164.099
2974900,164.099
2974901,164.099
2974902,192.9227
2974903,164.099
2974904,164.099
2974905,164.099
2974906,164.099
2974907,164.099
2974908,581.9653
2974909,352.45407
2974910,164.099
2974911,164.099
2974912,732.77484
2974913,164.099
2974914,1861.57
2974915,164.099
2974916,164.099
2974917,138.1518
2974918,138.1518
2974919,138.1518
2974920,1220.0876
2974921,138.1518
2974922,275.851
2974923,138.1518
2974924,554.7486
2974925,296.55112
2974926,286.17136
2974927,211.4942
2974928,178.92722
2974929,1811.2253
2974930,138.1518
2974931,138.1518
2974932,138.1518
2974933,138.1518
2974934,138.1518
2974935,229.43411
2974936,138.1518
2974937,138.1518
2974938,138.1518
2974939,138.1518
2974940,138.1518
2974941,208.71342
2974942,250.77106
2974943,138.1518
2974944,138.1518
2974945,204.89377
2974946,138.1518
2974947,632.25464
2974948,138.1518
2974949,138.1518
2974950,145.97627
2974951,145.97627
2974952,145.97627
2974953,2006.481
2974954,145.97627
2974955,514.3541
2974956,145.97627
2974957,1035.57
2974958,548.84406
2974959,334.19302
2974960,221.14418
2974961,198.99364
2974962,3628.4775
2974963,145.97627
2974964,145.97627
2974965,261.45816
2974966,145.97627
2974967,145.97627
2974968,287.17377
2974969,145.97627
2974970,188.5772
2974971,145.97627
2974972,188.5772
2974973,145.97627
2974974,318.54895
2974975,342.424
2974976,145.97627
2974977,145.97627
2974978,280.33585
2974979,188.5772
2974980,1731.223
2974981,145.97627
2974982,145.97627
2974983,138.1518
2974984,138.1518
2974985,138.1518
2974986,960.3618
2974987,138.1518
2974988,242.68018
2974989,138.1518
2974990,572.57935
2974991,263.11877
2974992,243.68738
2974993,211.4942
2974994,138.1518
2974995,1414.0846
2974996,138.1518
2974997,138.1518
2974998,178.92722
2974999,138.1518
2975000,138.1518
2975001,216.19536
2975002,138.1518
2975003,138.1518
2975004,138.1518
2975005,138.1518
2975006,138.1518
2975007,208.71342
2975008,220.18811
2975009,138.1518
2975010,178.92722
2975011,167.8582
2975012,138.1518
2975013,591.3199
2975014,138.1518
2975015,138.1518
2975016,144.41718
2975017,144.41718
2975018,144.41718
2975019,1507.3877
2975020,144.41718
2975021,305.05722
2975022,144.41718
2975023,771.1638
2975024,393.71896
2975025,304.20236
2975026,211.4942
2975027,189.34366
2975028,2718.1016
2975029,144.41718
2975030,144.41718
2975031,189.34366
2975032,148.6351
2975033,144.41718
2975034,257.7873
2975035,144.41718
2975036,144.41718
2975037,144.41718
2975038,144.41718
2975039,144.41718
2975040,242.99858
2975041,275.62186
2975042,144.41718
2975043,144.41718
2975044,220.5528
2975045,178.92722
2975046,1343.6705
2975047,144.41718
2975048,144.41718
2975049,145.97627
2975050,145.97627
2975051,145.97627
2975052,2009.061
2975053,145.97627
2975054,549.17456
2975055,145.97627
2975056,861.37756
2975057,544.0849
2975058,366.13007
2975059,221.14418
2975060,188.5772
2975061,2457.344
2975062,145.97627
2975063,145.97627
2975064,288.80634
2975065,145.97627
2975066,145.97627
2975067,298.95728
2975068,145.97627
2975069,198.99364
2975070,145.97627
2975071,188.5772
2975072,145.97627
2975073,333.1514
2975074,364.00577
2975075,145.97627
2975076,145.97627
2975077,283.95267
2975078,145.97627
2975079,1215.325
2975080,145.97627
2975081,145.97627
2975082,138.1518
2975083,138.1518
2975084,138.1518
2975085,1036.9056
2975086,138.1518
2975087,211.39139
2975088,138.1518
2975089,501.10107
2975090,243.58476
2975091,243.68738
2975092,211.4942
2975093,138.1518
2975094,1268.2151
2975095,138.1518
2975096,138.1518
2975097,138.1518
2975098,138.1518
2975099,138.1518
2975100,216.19536
2975101,138.1518
2975102,138.1518
2975103,138.1518
2975104,138.1518
2975105,138.1518
2975106,208.71342
2975107,208.86441
2975108,138.1518
2975109,138.1518
2975110,167.8582
2975111,138.1518
2975112,526.78235
2975113,138.1518
2975114,138.1518
2975115,145.97627
2975116,145.97627
2975117,145.97627
2975118,942.9958
2975119,145.97627
2975120,464.7446
2975121,145.97627
2975122,801.23816
2975123,462.2972
2975124,243.62482
2975125,178.54329
2975126,145.97627
2975127,2558.7256
2975128,145.97627
2975129,145.97627
2975130,145.97627
2975131,145.97627
2975132,145.97627
2975133,163.01645
2975134,145.97627
2975135,145.97627
2975136,145.97627
2975137,145.97627
2975138,145.97627
2975139,243.47449
2975140,249.01721
2975141,145.97627
2975142,145.97627
2975143,223.28256
2975144,145.97627
2975145,458.32043
2975146,145.97627
2975147,145.97627
2975148,145.97627
2975149,145.97627
2975150,145.97627
2975151,1849.8524
2975152,145.97627
2975153,484.00665
2975154,145.97627
2975155,793.4073
2975156,749.5682
2975157,324.93893
2975158,178.54329
2975159,198.99364
2975160,2661.38
2975161,188.5772
2975162,145.97627
2975163,261.45816
2975164,145.97627
2975165,145.97627
2975166,287.78625
2975167,145.97627
2975168,145.97627
2975169,145.97627
2975170,288.80634
2975171,145.97627
2975172,297.91058
2975173,334.8966
2975174,145.97627
2975175,145.97627
2975176,268.15366
2975177,145.97627
2975178,1866.0616
2975179,145.97627
2975180,145.97627
2975181,145.97627
2975182,145.97627
2975183,145.97627
2975184,1823.0703
2975185,145.97627
2975186,463.7412
2975187,145.97627
2975188,788.7165
2975189,749.5682
2975190,317.2187
2975191,178.54329
2975192,188.5772
2975193,2853.0818
2975194,145.97627
2975195,145.97627
2975196,261.45816
2975197,170.27034
2975198,145.97627
2975199,287.78625
2975200,145.97627
2975201,145.97627
2975202,145.97627
2975203,288.80634
2975204,145.97627
2975205,264.08298
2975206,345.19412
2975207,145.97627
2975208,145.97627
2975209,283.59955
2975210,145.97627
2975211,1769.7253
2975212,145.97627
2975213,145.97627
2975214,145.97627
2975215,145.97627
2975216,145.97627
2975217,2360.4294
2975218,145.97627
2975219,534.6195
2975220,145.97627
2975221,1046.1224
2975222,559.71497
2975223,334.19302
2975224,221.14418
2975225,198.99364
2975226,3579.3315
2975227,145.97627
2975228,145.97627
2975229,288.80634
2975230,145.97627
2975231,145.97627
2975232,287.17377
2975233,145.97627
2975234,188.5772
2975235,145.97627
2975236,198.99364
2975237,145.97627
2975238,297.91058
2975239,342.424
2975240,145.97627
2975241,145.97627
2975242,264.88995
2975243,145.97627
2975244,2024.4312
2975245,198.99364
2975246,145.97627
2975247,145.97627
2975248,145.97627
2975249,145.97627
2975250,1729.2041
2975251,145.97627
2975252,399.29828
2975253,145.97627
2975254,634.78625
2975255,527.1393
2975256,256.67206
2975257,178.54329
2975258,190.90276
2975259,2267.447
2975260,180.48631
2975261,145.97627
2975262,203.80339
2975263,145.97627
2975264,145.97627
2975265,259.34637
2975266,145.97627
2975267,145.97627
2975268,145.97627
2975269,242.23772
2975270,145.97627
2975271,257.65253
2975272,287.17038
2975273,145.97627
2975274,145.97627
2975275,263.26328
2975276,145.97627
2975277,1346.8591
2975278,145.97627
2975279,145.97627
2975280,145.97627
2975281,145.97627
2975282,145.97627
2975283,2264.285
2975284,145.97627
2975285,422.78668
2975286,145.97627
2975287,1093.5093
2975288,563.47174
2975289,334.19302
2975290,221.14418
2975291,145.97627
2975292,3819.4753
2975293,145.97627
2975294,145.97627
2975295,261.45816
2975296,145.97627
2975297,145.97627
2975298,287.17377
2975299,145.97627
2975300,145.97627
2975301,145.97627
2975302,145.97627
2975303,145.97627
2975304,329.61676
2975305,334.70377
2975306,145.97627
2975307,145.97627
2975308,294.42456
2975309,188.5772
2975310,1383.1428
2975311,145.97627
2975312,145.97627
2975313,189.34366
2975314,144.41718
2975315,144.41718
2975316,1578.9296
2975317,144.41718
2975318,388.79636
2975319,144.41718
2975320,719.73
2975321,498.2821
2975322,309.7581
2975323,176.98419
2975324,178.92722
2975325,2463.2336
2975326,178.92722
2975327,144.41718
2975328,202.31277
2975329,144.41718
2975330,144.41718
2975331,273.5984
2975332,144.41718
2975333,144.41718
2975334,144.41718
2975335,240.7471
2975336,144.41718
2975337,242.99858
2975338,275.62186
2975339,144.41718
2975340,144.41718
2975341,225.38072
2975342,144.41718
2975343,1200.6257
2975344,144.41718
2975345,144.41718
2975346,144.41718
2975347,144.41718
2975348,144.41718
2975349,1633.1436
2975350,144.41718
2975351,450.8424
2975352,144.41718
2975353,719.73
2975354,590.17206
2975355,309.7581
2975356,176.98419
2975357,189.34366
2975358,2378.8203
2975359,178.92722
2975360,144.41718
2975361,178.92722
2975362,150.20389
2975363,144.41718
2975364,257.7873
2975365,144.41718
2975366,144.41718
2975367,144.41718
2975368,189.34366
2975369,144.41718
2975370,242.99858
2975371,275.62186
2975372,144.41718
2975373,144.41718
2975374,225.38072
2975375,144.41718
2975376,1582.6539
2975377,144.41718
2975378,144.41718
2975379,145.97627
2975380,145.97627
2975381,145.97627
2975382,2941.6973
2975383,145.97627
2975384,470.43567
2975385,145.97627
2975386,1046.1224
2975387,589.7535
2975388,341.91327
2975389,221.14418
2975390,198.99364
2975391,3308.0352
2975392,145.97627
2975393,145.97627
2975394,188.5772
2975395,145.97627
2975396,145.97627
2975397,287.17377
2975398,145.97627
2975399,288.80634
2975400,145.97627
2975401,188.5772
2975402,145.97627
2975403,297.91058
2975404,334.70377
2975405,145.97627
2975406,145.97627
2975407,283.65393
2975408,145.97627
2975409,1990.6237
2975410,145.97627
2975411,145.97627
2975412,164.099
2975413,164.099
2975414,164.099
2975415,5201.8667
2975416,164.099
2975417,937.98987
2975418,230.25244
2975419,1813.9202
2975420,1522.8121
2975421,651.83545
2975422,196.66602
2975423,328.05563
2975424,6161.9956
2975425,230.25244
2975426,164.099
2975427,310.1225
2975428,230.25244
2975429,164.099
2975430,525.8249
2975431,164.099
2975432,164.099
2975433,266.0575
2975434,397.33295
2975435,164.099
2975436,791.429
2975437,501.3587
2975438,164.099
2975439,164.099
2975440,806.80414
2975441,164.099
2975442,5282.939
2975443,497.00116
2975444,164.099
2975445,164.099
2975446,164.099
2975447,164.099
2975448,5145.1685
2975449,164.099
2975450,937.98987
2975451,164.099
2975452,1813.4064
2975453,1504.9453
2975454,534.2632
2975455,196.66602
2975456,328.05563
2975457,6735.8564
2975458,230.25244
2975459,164.099
2975460,266.0575
2975461,230.25244
2975462,164.099
2975463,525.8249
2975464,164.099
2975465,164.099
2975466,164.099
2975467,397.33295
2975468,164.099
2975469,744.21344
2975470,479.76675
2975471,164.099
2975472,164.099
2975473,801.77985
2975474,164.099
2975475,4262.534
2975476,497.00116
2975477,164.099
2975478,164.099
2975479,164.099
2975480,164.099
2975481,3798.7493
2975482,164.099
2975483,657.38617
2975484,164.099
2975485,1784.0201
2975486,1112.8302
2975487,608.5428
2975488,196.66602
2975489,268.05392
2975490,6186.3076
2975491,230.25244
2975492,164.099
2975493,230.25244
2975494,230.25244
2975495,164.099
2975496,500.4363
2975497,164.099
2975498,164.099
2975499,371.9444
2975500,240.66895
2975501,164.099
2975502,744.21344
2975503,486.5144
2975504,164.099
2975505,164.099
2975506,724.88135
2975507,164.099
2975508,1807.6571
2975509,471.6126
2975510,164.099
2975511,164.099
2975512,164.099
2975513,164.099
2975514,4723.696
2975515,164.099
2975516,778.18677
2975517,164.099
2975518,1755.9373
2975519,1330.2157
2975520,534.2632
2975521,196.66602
2975522,328.05563
2975523,6791.874
2975524,230.25244
2975525,164.099
2975526,164.099
2975527,230.25244
2975528,164.099
2975529,525.8249
2975530,164.099
2975531,164.099
2975532,266.0575
2975533,397.33295
2975534,164.099
2975535,697.2436
2975536,479.76675
2975537,164.099
2975538,164.099
2975539,781.6322
2975540,164.099
2975541,3378.0874
2975542,497.00116
2975543,164.099
2975544,160.66313
2975545,160.66313
2975546,160.66313
2975547,2994.544
2975548,160.66313
2975549,605.8885
2975550,160.66313
2975551,1757.7173
2975552,1011.4333
2975553,458.58057
2975554,193.23015
2975555,237.23308
2975556,5538.087
2975557,160.66313
2975558,160.66313
2975559,226.81657
2975560,226.81657
2975561,160.66313
2975562,497.00043
2975563,160.66313
2975564,160.66313
2975565,160.66313
2975566,304.92654
2975567,160.66313
2975568,674.78265
2975569,441.2902
2975570,160.66313
2975571,160.66313
2975572,671.8625
2975573,160.66313
2975574,1669.7617
2975575,304.92654
2975576,160.66313
2975577,160.66313
2975578,160.66313
2975579,160.66313
2975580,4625.5117
2975581,160.66313
2975582,749.7087
2975583,160.66313
2975584,1523.2617
2975585,1534.978
2975586,558.2488
2975587,193.23015
2975588,237.23308
2975589,5481.6084
2975590,226.81657
2975591,160.66313
2975592,237.23308
2975593,226.81657
2975594,160.66313
2975595,497.00043
2975596,160.66313
2975597,226.81657
2975598,368.5085
2975599,368.5085
2975600,160.66313
2975601,648.667
2975602,419.69824
2975603,160.66313
2975604,160.66313
2975605,671.8625
2975606,160.66313
2975607,4770.615
2975608,468.17673
2975609,160.66313
2975610,145.97627
2975611,145.97627
2975612,145.97627
2975613,1390.7471
2975614,145.97627
2975615,399.29828
2975616,145.97627
2975617,673.1121
2975618,507.7543
2975619,308.07547
2975620,178.54329
2975621,190.90276
2975622,2267.447
2975623,180.48631
2975624,145.97627
2975625,203.80339
2975626,145.97627
2975627,145.97627
2975628,259.34637
2975629,145.97627
2975630,145.97627
2975631,145.97627
2975632,242.23772
2975633,145.97627
2975634,257.65253
2975635,287.17038
2975636,145.97627
2975637,145.97627
2975638,263.26328
2975639,145.97627
2975640,1259.1414
2975641,145.97627
2975642,145.97627
2975643,144.80437
2975644,144.80437
2975645,144.80437
2975646,2838.9805
2975647,144.80437
2975648,523.64185
2975649,144.80437
2975650,1283.137
2975651,848.98535
2975652,442.9129
2975653,177.37138
2975654,221.56541
2975655,4453.3125
2975656,211.14894
2975657,144.80437
2975658,265.63043
2975659,211.14894
2975660,144.80437
2975661,497.66687
2975662,144.80437
2975663,144.80437
2975664,144.80437
2975665,352.84085
2975666,144.80437
2975667,553.304
2975668,387.4812
2975669,144.80437
2975670,144.80437
2975671,371.673
2975672,144.80437
2975673,1466.7025
2975674,468.84317
2975675,144.80437
2975676,145.97627
2975677,145.97627
2975678,145.97627
2975679,3135.1638
2975680,145.97627
2975681,682.27106
2975682,145.97627
2975683,971.3191
2975684,1194.9288
2975685,350.52707
2975686,178.54329
2975687,248.5544
2975688,3419.5034
2975689,145.97627
2975690,145.97627
2975691,261.45816
2975692,159.85387
2975693,145.97627
2975694,303.5078
2975695,145.97627
2975696,145.97627
2975697,145.97627
2975698,288.80634
2975699,145.97627
2975700,465.71103
2975701,334.70377
2975702,145.97627
2975703,145.97627
2975704,542.16895
2975705,145.97627
2975706,3334.573
2975707,145.97627
2975708,145.97627
2975709,145.97627
